case_id,base_id,family,defective,tools_available,kind,exact_correct,outcome,failure_code,input_tokens,output_tokens,accounted_cost_usd
td-main-record_preparation-0049-d0-t1,td-main-record_preparation-0049,record_preparation,False,True,final_answer,True,pass,,2352,277,0.00280275
td-main-reconciliation-0049-d1-t0,td-main-reconciliation-0049,reconciliation,True,False,final_answer,True,pass,,522,16,0.0004515
td-main-reconciliation-0006-d0-t0,td-main-reconciliation-0006,reconciliation,False,False,final_answer,True,pass,,439,456,0.00203925
td-main-reconciliation-0007-d0-t1,td-main-reconciliation-0007,reconciliation,False,True,final_answer,True,pass,,1365,140,0.00154875
td-main-record_preparation-0038-d0-t0,td-main-record_preparation-0038,record_preparation,False,False,final_answer,True,pass,,683,87,0.0008385
td-main-reconciliation-0024-d1-t1,td-main-reconciliation-0024,reconciliation,True,True,final_answer,True,pass,,623,16,0.00052725
td-main-formal_rules-0015-d0-t0,td-main-formal_rules-0015,formal_rules,False,False,final_answer,True,pass,,488,96,0.000726
td-main-reconciliation-0042-d0-t1,td-main-reconciliation-0042,reconciliation,False,True,final_answer,True,pass,,1783,252,0.00228225
td-main-reconciliation-0015-d0-t1,td-main-reconciliation-0015,reconciliation,False,True,final_answer,True,pass,,742,43,0.00071775
td-main-record_preparation-0001-d1-t1,td-main-record_preparation-0001,record_preparation,True,True,final_answer,True,pass,,910,92,0.0010275
td-main-record_preparation-0055-d0-t0,td-main-record_preparation-0055,record_preparation,False,False,final_answer,True,pass,,1241,187,0.001632
td-main-formal_rules-0019-d0-t0,td-main-formal_rules-0019,formal_rules,False,False,final_answer,True,pass,,393,370,0.00168225
td-main-reconciliation-0031-d1-t1,td-main-reconciliation-0031,reconciliation,True,True,final_answer,True,pass,,626,16,0.0005295
td-main-record_preparation-0027-d1-t1,td-main-record_preparation-0027,record_preparation,True,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,3355,146,0.00306375
td-main-record_preparation-0050-d1-t0,td-main-record_preparation-0050,record_preparation,True,False,final_answer,True,pass,,989,583,0.002928
td-main-reconciliation-0036-d1-t0,td-main-reconciliation-0036,reconciliation,True,False,final_answer,True,pass,,387,16,0.00035025
td-main-reconciliation-0047-d0-t1,td-main-reconciliation-0047,reconciliation,False,True,final_answer,True,pass,,1687,225,0.00210900
td-main-reconciliation-0002-d0-t0,td-main-reconciliation-0002,reconciliation,False,False,final_answer,True,pass,,435,26,0.00042375
td-main-formal_rules-0044-d0-t0,td-main-formal_rules-0044,formal_rules,False,False,final_answer,True,pass,,455,70,0.00060375
td-main-record_preparation-0012-d1-t0,td-main-record_preparation-0012,record_preparation,True,False,final_answer,True,pass,,679,148,0.00106425
td-main-formal_rules-0042-d1-t0,td-main-formal_rules-0042,formal_rules,True,False,final_answer,True,pass,,486,306,0.001512
td-main-formal_rules-0007-d0-t0,td-main-formal_rules-0007,formal_rules,False,False,final_answer,True,pass,,489,89,0.0007005
td-main-record_preparation-0014-d0-t0,td-main-record_preparation-0014,record_preparation,False,False,final_answer,True,pass,,617,358,0.00180525
td-main-record_preparation-0044-d0-t0,td-main-record_preparation-0044,record_preparation,False,False,final_answer,True,pass,,779,186,0.00128175
td-main-record_preparation-0020-d0-t1,td-main-record_preparation-0020,record_preparation,False,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,3821,132,0.00336075
td-main-formal_rules-0006-d0-t0,td-main-formal_rules-0006,formal_rules,False,False,final_answer,True,pass,,392,367,0.00167025
td-main-formal_rules-0046-d1-t0,td-main-formal_rules-0046,formal_rules,True,False,final_answer,True,pass,,425,19,0.00039
td-main-record_preparation-0035-d1-t0,td-main-record_preparation-0035,record_preparation,True,False,final_answer,True,pass,,1010,195,0.00148875
td-main-record_preparation-0035-d0-t0,td-main-record_preparation-0035,record_preparation,False,False,final_answer,True,pass,,1010,525,0.00272625
td-main-formal_rules-0050-d1-t0,td-main-formal_rules-0050,formal_rules,True,False,final_answer,True,pass,,456,354,0.0016695
td-main-record_preparation-0005-d0-t0,td-main-record_preparation-0005,record_preparation,False,False,final_answer,True,pass,,551,87,0.0007395
td-main-record_preparation-0045-d0-t0,td-main-record_preparation-0045,record_preparation,False,False,final_answer,True,pass,,1099,136,0.00133425
td-main-formal_rules-0010-d0-t1,td-main-formal_rules-0010,formal_rules,False,True,final_answer,True,pass,,1513,179,0.00180600
td-main-record_preparation-0001-d0-t0,td-main-record_preparation-0001,record_preparation,False,False,final_answer,True,pass,,671,90,0.00084075
td-main-formal_rules-0043-d1-t1,td-main-formal_rules-0043,formal_rules,True,True,final_answer,True,pass,,1402,67,0.00130275
td-main-formal_rules-0000-d1-t1,td-main-formal_rules-0000,formal_rules,True,True,final_answer,True,pass,,1726,193,0.00201825
td-main-record_preparation-0007-d1-t0,td-main-record_preparation-0007,record_preparation,True,False,final_answer,True,pass,,617,145,0.0010065
td-main-formal_rules-0014-d0-t0,td-main-formal_rules-0014,formal_rules,False,False,final_answer,True,pass,,425,58,0.00053625
td-main-reconciliation-0004-d0-t1,td-main-reconciliation-0004,reconciliation,False,True,final_answer,True,pass,,1668,221,0.00207975
td-main-record_preparation-0000-d0-t0,td-main-record_preparation-0000,record_preparation,False,False,final_answer,True,pass,,855,220,0.00146625
td-main-formal_rules-0006-d1-t0,td-main-formal_rules-0006,formal_rules,True,False,final_answer,True,pass,,392,255,0.00125025
td-main-record_preparation-0034-d0-t0,td-main-record_preparation-0034,record_preparation,False,False,final_answer,True,pass,,839,478,0.00242175
td-main-record_preparation-0056-d0-t1,td-main-record_preparation-0056,record_preparation,False,True,final_answer,True,pass,,2637,200,0.00272775
td-main-formal_rules-0027-d1-t1,td-main-formal_rules-0027,formal_rules,True,True,final_answer,True,pass,,2606,192,0.00267450
td-main-formal_rules-0054-d0-t0,td-main-formal_rules-0054,formal_rules,False,False,final_answer,True,pass,,458,70,0.000606
td-main-reconciliation-0026-d0-t0,td-main-reconciliation-0026,reconciliation,False,False,final_answer,True,pass,,398,41,0.00045225
td-main-reconciliation-0044-d1-t1,td-main-reconciliation-0044,reconciliation,True,True,final_answer,True,pass,,1634,47,0.00140175
td-main-reconciliation-0050-d0-t1,td-main-reconciliation-0050,reconciliation,False,True,final_answer,True,pass,,2680,254,0.0029625
td-main-reconciliation-0017-d0-t1,td-main-reconciliation-0017,reconciliation,False,True,final_answer,True,pass,,1366,140,0.0015495
td-main-record_preparation-0047-d1-t0,td-main-record_preparation-0047,record_preparation,True,False,final_answer,True,pass,,1010,192,0.0014775
td-main-formal_rules-0015-d1-t1,td-main-formal_rules-0015,formal_rules,True,True,final_answer,True,pass,,2601,192,0.00267075
td-main-record_preparation-0041-d0-t1,td-main-record_preparation-0041,record_preparation,False,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,4115,132,0.00358125
td-main-record_preparation-0052-d0-t1,td-main-record_preparation-0052,record_preparation,False,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,4607,156,0.00404025
td-main-record_preparation-0020-d1-t0,td-main-record_preparation-0020,record_preparation,True,False,final_answer,True,pass,,765,192,0.00129375
td-main-formal_rules-0016-d0-t1,td-main-formal_rules-0016,formal_rules,False,True,final_answer,True,pass,,1306,57,0.00119325
td-main-reconciliation-0033-d0-t0,td-main-reconciliation-0033,reconciliation,False,False,final_answer,True,pass,,404,41,0.00045675
td-main-reconciliation-0008-d0-t1,td-main-reconciliation-0008,reconciliation,False,True,final_answer,True,pass,,2550,211,0.00270375
td-main-record_preparation-0024-d0-t0,td-main-record_preparation-0024,record_preparation,False,False,final_answer,True,pass,,792,378,0.0020115
td-main-formal_rules-0045-d1-t0,td-main-formal_rules-0045,formal_rules,True,False,final_answer,True,pass,,489,19,0.000438
td-main-formal_rules-0046-d0-t0,td-main-formal_rules-0046,formal_rules,False,False,final_answer,True,pass,,425,378,0.00173625
td-main-formal_rules-0040-d1-t0,td-main-formal_rules-0040,formal_rules,True,False,final_answer,True,pass,,425,19,0.00039
td-main-formal_rules-0006-d0-t1,td-main-formal_rules-0006,formal_rules,False,True,final_answer,True,pass,,1300,55,0.00118125
td-main-record_preparation-0033-d1-t1,td-main-record_preparation-0033,record_preparation,True,True,final_answer,True,pass,,910,87,0.00100875
td-main-reconciliation-0032-d0-t0,td-main-reconciliation-0032,reconciliation,False,False,final_answer,True,pass,,365,334,0.00152625
td-main-formal_rules-0040-d1-t1,td-main-formal_rules-0040,formal_rules,True,True,final_answer,True,pass,,1519,143,0.0016755
td-main-formal_rules-0021-d1-t0,td-main-formal_rules-0021,formal_rules,True,False,final_answer,True,pass,,393,19,0.000366
td-main-record_preparation-0005-d1-t1,td-main-record_preparation-0005,record_preparation,True,True,final_answer,True,pass,,790,76,0.0008775
td-main-record_preparation-0054-d1-t0,td-main-record_preparation-0054,record_preparation,True,False,final_answer,True,pass,,839,422,0.00221175
td-main-record_preparation-0018-d1-t0,td-main-record_preparation-0018,record_preparation,True,False,final_answer,True,pass,,883,136,0.00117225
td-main-formal_rules-0012-d1-t1,td-main-formal_rules-0012,formal_rules,True,True,final_answer,True,pass,,1726,193,0.00201825
td-main-reconciliation-0011-d0-t1,td-main-reconciliation-0011,reconciliation,False,True,final_answer,True,pass,,1680,217,0.00207375
td-main-formal_rules-0022-d0-t1,td-main-formal_rules-0022,formal_rules,False,True,final_answer,True,pass,,1615,217,0.0020250
td-main-formal_rules-0023-d1-t0,td-main-formal_rules-0023,formal_rules,True,False,final_answer,True,pass,,426,338,0.001587
td-main-reconciliation-0006-d1-t0,td-main-reconciliation-0006,reconciliation,True,False,final_answer,True,pass,,460,170,0.0009825
td-main-record_preparation-0002-d1-t1,td-main-record_preparation-0002,record_preparation,True,True,final_answer,True,pass,,2350,227,0.00261375
td-main-reconciliation-0023-d1-t1,td-main-reconciliation-0023,reconciliation,True,True,final_answer,True,pass,,660,16,0.000555
td-main-formal_rules-0013-d1-t0,td-main-formal_rules-0013,formal_rules,True,False,final_answer,True,pass,,492,19,0.00044025
td-main-record_preparation-0047-d0-t0,td-main-record_preparation-0047,record_preparation,False,False,final_answer,True,pass,,1010,851,0.00394875
td-main-record_preparation-0039-d1-t1,td-main-record_preparation-0039,record_preparation,True,True,final_answer,True,pass,,782,113,0.00101025
td-main-record_preparation-0043-d0-t1,td-main-record_preparation-0043,record_preparation,False,True,final_answer,True,pass,,782,90,0.000924
td-main-record_preparation-0024-d1-t1,td-main-record_preparation-0024,record_preparation,True,True,final_answer,True,pass,,3526,285,0.00371325
td-main-record_preparation-0031-d0-t1,td-main-record_preparation-0031,record_preparation,False,True,final_answer,True,pass,,2350,219,0.00258375
td-main-reconciliation-0035-d0-t0,td-main-reconciliation-0035,reconciliation,False,False,final_answer,True,pass,,501,49,0.0005595
td-main-formal_rules-0039-d1-t0,td-main-formal_rules-0039,formal_rules,True,False,final_answer,True,pass,,490,19,0.00043875
td-main-reconciliation-0043-d1-t0,td-main-reconciliation-0043,reconciliation,True,False,final_answer,True,pass,,391,225,0.001137
td-main-formal_rules-0056-d0-t1,td-main-formal_rules-0056,formal_rules,False,True,final_answer,True,pass,,2467,218,0.00266775
td-main-reconciliation-0045-d1-t0,td-main-reconciliation-0045,reconciliation,True,False,final_answer,True,pass,,391,212,0.00108825
td-main-formal_rules-0002-d0-t0,td-main-formal_rules-0002,formal_rules,False,False,final_answer,True,pass,,426,51,0.00051075
td-main-reconciliation-0051-d1-t0,td-main-reconciliation-0051,reconciliation,True,False,final_answer,True,pass,,391,16,0.00035325
td-main-reconciliation-0035-d1-t1,td-main-reconciliation-0035,reconciliation,True,True,final_answer,True,pass,,1614,47,0.00138675
td-main-formal_rules-0010-d1-t1,td-main-formal_rules-0010,formal_rules,True,True,final_answer,True,pass,,1513,142,0.00166725
td-main-formal_rules-0030-d0-t0,td-main-formal_rules-0030,formal_rules,False,False,final_answer,True,pass,,393,38,0.00043725
td-main-formal_rules-0033-d0-t1,td-main-formal_rules-0033,formal_rules,False,True,final_answer,True,pass,,1303,56,0.00118725
td-main-record_preparation-0029-d1-t1,td-main-record_preparation-0029,record_preparation,True,True,final_answer,True,pass,,2350,227,0.00261375
td-main-record_preparation-0004-d1-t1,td-main-record_preparation-0004,record_preparation,True,True,final_answer,True,pass,,2570,336,0.0031875
td-main-reconciliation-0002-d1-t1,td-main-reconciliation-0002,reconciliation,True,True,final_answer,True,pass,,695,143,0.0010575
td-main-record_preparation-0040-d0-t1,td-main-record_preparation-0040,record_preparation,False,True,final_answer,True,pass,,2022,277,0.00255525
td-main-record_preparation-0036-d0-t1,td-main-record_preparation-0036,record_preparation,False,True,final_answer,True,pass,,2022,277,0.00255525
td-main-record_preparation-0027-d0-t0,td-main-record_preparation-0027,record_preparation,False,False,final_answer,True,pass,,765,186,0.00127125
td-main-formal_rules-0036-d1-t1,td-main-formal_rules-0036,formal_rules,True,True,final_answer,True,pass,,2657,216,0.00280275
td-main-formal_rules-0017-d0-t1,td-main-formal_rules-0017,formal_rules,False,True,final_answer,True,pass,,2733,305,0.00319350
td-main-formal_rules-0044-d0-t1,td-main-formal_rules-0044,formal_rules,False,True,final_answer,True,pass,,1539,167,0.00178050
td-main-formal_rules-0053-d1-t1,td-main-formal_rules-0053,formal_rules,True,True,final_answer,True,pass,,1615,119,0.0016575
td-main-record_preparation-0022-d0-t1,td-main-record_preparation-0022,record_preparation,False,True,final_answer,True,pass,,2310,212,0.0025275
td-main-record_preparation-0028-d0-t0,td-main-record_preparation-0028,record_preparation,False,False,final_answer,True,pass,,627,103,0.0008565
td-main-reconciliation-0009-d0-t1,td-main-reconciliation-0009,reconciliation,False,True,final_answer,True,pass,,1359,131,0.0015105
td-main-reconciliation-0021-d0-t0,td-main-reconciliation-0021,reconciliation,False,False,final_answer,True,pass,,402,37,0.00044025
td-main-formal_rules-0001-d1-t1,td-main-formal_rules-0001,formal_rules,True,True,final_answer,True,pass,,2333,142,0.00228225
td-main-formal_rules-0021-d1-t1,td-main-formal_rules-0021,formal_rules,True,True,final_answer,True,pass,,1417,118,0.00150525
td-main-record_preparation-0046-d0-t1,td-main-record_preparation-0046,record_preparation,False,True,final_answer,True,pass,,782,85,0.00090525
td-main-formal_rules-0041-d0-t0,td-main-formal_rules-0041,formal_rules,False,False,final_answer,True,pass,,492,91,0.00071025
td-main-record_preparation-0016-d1-t1,td-main-record_preparation-0016,record_preparation,True,True,final_answer,True,pass,,2570,334,0.0031800
td-main-record_preparation-0014-d1-t1,td-main-record_preparation-0014,record_preparation,True,True,final_answer,True,pass,,1992,276,0.002529
td-main-formal_rules-0044-d1-t0,td-main-formal_rules-0044,formal_rules,True,False,final_answer,True,pass,,455,207,0.0011175
td-main-record_preparation-0004-d0-t0,td-main-record_preparation-0004,record_preparation,False,False,final_answer,True,pass,,883,154,0.00123975
td-main-record_preparation-0026-d1-t0,td-main-record_preparation-0026,record_preparation,True,False,final_answer,True,pass,,1383,225,0.001881
td-main-reconciliation-0039-d0-t1,td-main-reconciliation-0039,reconciliation,False,True,final_answer,True,pass,,1366,133,0.00152325
td-main-reconciliation-0041-d0-t1,td-main-reconciliation-0041,reconciliation,False,True,final_answer,True,pass,,1369,142,0.00155925
td-main-formal_rules-0034-d1-t1,td-main-formal_rules-0034,formal_rules,True,True,final_answer,True,pass,,1819,216,0.00217425
td-main-record_preparation-0017-d1-t0,td-main-record_preparation-0017,record_preparation,True,False,final_answer,True,pass,,989,188,0.00144675
td-main-reconciliation-0048-d1-t0,td-main-reconciliation-0048,reconciliation,True,False,final_answer,True,pass,,456,153,0.00091575
td-main-reconciliation-0054-d1-t1,td-main-reconciliation-0054,reconciliation,True,True,final_answer,True,pass,,1620,47,0.00139125
td-main-reconciliation-0024-d0-t1,td-main-reconciliation-0024,reconciliation,False,True,final_answer,True,pass,,1353,136,0.00152475
td-main-reconciliation-0012-d1-t0,td-main-reconciliation-0012,reconciliation,True,False,final_answer,True,pass,,461,165,0.0009645
td-main-record_preparation-0007-d0-t1,td-main-record_preparation-0007,record_preparation,False,True,final_answer,True,pass,,1992,268,0.002499
td-main-formal_rules-0020-d1-t0,td-main-formal_rules-0020,formal_rules,True,False,final_answer,True,pass,,394,332,0.0015405
td-main-record_preparation-0032-d0-t1,td-main-record_preparation-0032,record_preparation,False,True,final_answer,True,pass,,790,88,0.0009225
td-main-formal_rules-0024-d0-t1,td-main-formal_rules-0024,formal_rules,False,True,final_answer,True,pass,,1618,218,0.00203100
td-main-record_preparation-0036-d0-t0,td-main-record_preparation-0036,record_preparation,False,False,final_answer,True,pass,,627,127,0.0009465
td-main-formal_rules-0049-d0-t1,td-main-formal_rules-0049,formal_rules,False,True,final_answer,True,pass,,1405,100,0.00142875
td-main-record_preparation-0045-d1-t1,td-main-record_preparation-0045,record_preparation,True,True,final_answer,True,pass,,3014,348,0.0035655
td-main-reconciliation-0027-d1-t0,td-main-reconciliation-0027,reconciliation,True,False,final_answer,True,pass,,391,16,0.00035325
td-main-reconciliation-0001-d0-t1,td-main-reconciliation-0001,reconciliation,False,True,final_answer,True,pass,,672,342,0.0017865
td-main-reconciliation-0022-d1-t0,td-main-reconciliation-0022,reconciliation,True,False,final_answer,True,pass,,425,16,0.00037875
td-main-formal_rules-0032-d1-t0,td-main-formal_rules-0032,formal_rules,True,False,final_answer,True,pass,,490,19,0.00043875
td-main-record_preparation-0053-d0-t0,td-main-record_preparation-0053,record_preparation,False,False,final_answer,True,pass,,777,122,0.00104025
td-main-reconciliation-0015-d1-t1,td-main-reconciliation-0015,reconciliation,True,True,final_answer,True,pass,,763,16,0.00063225
td-main-formal_rules-0025-d1-t1,td-main-formal_rules-0025,formal_rules,True,True,final_answer,True,pass,,1723,192,0.00201225
td-main-reconciliation-0011-d1-t1,td-main-reconciliation-0011,reconciliation,True,True,final_answer,True,pass,,728,16,0.000606
td-main-reconciliation-0012-d1-t1,td-main-reconciliation-0012,reconciliation,True,True,final_answer,True,pass,,700,16,0.000585
td-main-formal_rules-0037-d1-t0,td-main-formal_rules-0037,formal_rules,True,False,final_answer,True,pass,,425,19,0.00039
td-main-formal_rules-0054-d1-t1,td-main-formal_rules-0054,formal_rules,True,True,final_answer,True,pass,,1624,169,0.00185175
td-main-record_preparation-0001-d0-t1,td-main-record_preparation-0001,record_preparation,False,True,final_answer,True,pass,,910,80,0.0009825
td-main-formal_rules-0003-d0-t1,td-main-formal_rules-0003,formal_rules,False,True,final_answer,True,pass,,2742,314,0.00323400
td-main-reconciliation-0016-d0-t0,td-main-reconciliation-0016,reconciliation,False,False,final_answer,True,pass,,367,32,0.00039525
td-main-record_preparation-0056-d1-t1,td-main-record_preparation-0056,record_preparation,True,True,final_answer,True,pass,,2422,406,0.00333900
td-main-reconciliation-0029-d0-t0,td-main-reconciliation-0029,reconciliation,False,False,final_answer,True,pass,,433,27,0.000426
td-main-reconciliation-0018-d0-t1,td-main-reconciliation-0018,reconciliation,False,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,3110,511,0.00424875
td-main-formal_rules-0031-d1-t0,td-main-formal_rules-0031,formal_rules,True,False,final_answer,True,pass,,426,19,0.00039075
td-main-formal_rules-0013-d0-t0,td-main-formal_rules-0013,formal_rules,False,False,final_answer,True,pass,,492,91,0.00071025
td-main-record_preparation-0034-d1-t1,td-main-record_preparation-0034,record_preparation,True,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,3690,240,0.00366750
td-main-formal_rules-0012-d0-t1,td-main-formal_rules-0012,formal_rules,False,True,final_answer,True,pass,,1726,264,0.00228450
td-main-reconciliation-0043-d1-t1,td-main-reconciliation-0043,reconciliation,True,True,final_answer,True,pass,,630,178,0.00114
td-main-reconciliation-0037-d1-t1,td-main-reconciliation-0037,reconciliation,True,True,final_answer,True,pass,,1564,47,0.00134925
td-main-record_preparation-0053-d1-t0,td-main-record_preparation-0053,record_preparation,True,False,final_answer,True,pass,,777,416,0.00214275
td-main-formal_rules-0013-d0-t1,td-main-formal_rules-0013,formal_rules,False,True,final_answer,True,pass,,1732,273,0.00232275
td-main-formal_rules-0055-d0-t1,td-main-formal_rules-0055,formal_rules,False,True,final_answer,True,pass,,2626,232,0.0028395
td-main-formal_rules-0045-d1-t1,td-main-formal_rules-0045,formal_rules,True,True,final_answer,True,pass,,1609,117,0.0016455
td-main-formal_rules-0009-d0-t0,td-main-formal_rules-0009,formal_rules,False,False,final_answer,True,pass,,490,96,0.0007275
td-main-reconciliation-0011-d0-t0,td-main-reconciliation-0011,reconciliation,False,False,final_answer,True,pass,,468,35,0.00048225
td-main-reconciliation-0005-d0-t1,td-main-reconciliation-0005,reconciliation,False,True,final_answer,True,pass,,741,47,0.000732
td-main-reconciliation-0046-d0-t1,td-main-reconciliation-0046,reconciliation,False,True,final_answer,True,pass,,1366,140,0.0015495
td-main-formal_rules-0047-d1-t0,td-main-formal_rules-0047,formal_rules,True,False,final_answer,True,pass,,425,19,0.00039
td-main-record_preparation-0030-d1-t1,td-main-record_preparation-0030,record_preparation,True,True,final_answer,True,pass,,2828,388,0.003576
td-main-formal_rules-0042-d1-t1,td-main-formal_rules-0042,formal_rules,True,True,final_answer,True,pass,,725,336,0.00180375
td-main-formal_rules-0005-d0-t0,td-main-formal_rules-0005,formal_rules,False,False,final_answer,True,pass,,424,57,0.00053175
td-main-record_preparation-0049-d0-t0,td-main-record_preparation-0049,record_preparation,False,False,final_answer,True,pass,,792,125,0.00106275
td-main-reconciliation-0038-d1-t1,td-main-reconciliation-0038,reconciliation,True,True,final_answer,True,pass,,658,168,0.0011235
td-main-formal_rules-0038-d0-t0,td-main-formal_rules-0038,formal_rules,False,False,final_answer,True,pass,,486,88,0.0006945
td-main-record_preparation-0031-d0-t0,td-main-record_preparation-0031,record_preparation,False,False,final_answer,True,pass,,815,94,0.00096375
td-main-formal_rules-0045-d0-t0,td-main-formal_rules-0045,formal_rules,False,False,final_answer,True,pass,,489,97,0.0007305
td-main-record_preparation-0000-d1-t0,td-main-record_preparation-0000,record_preparation,True,False,final_answer,True,pass,,855,225,0.001485
td-main-formal_rules-0004-d0-t1,td-main-formal_rules-0004,formal_rules,False,True,final_answer,True,pass,,1306,57,0.00119325
td-main-reconciliation-0021-d1-t0,td-main-reconciliation-0021,reconciliation,True,False,final_answer,True,pass,,424,16,0.000378
td-main-reconciliation-0007-d1-t0,td-main-reconciliation-0007,reconciliation,True,False,final_answer,True,pass,,389,16,0.00035175
td-main-formal_rules-0050-d1-t1,td-main-formal_rules-0050,formal_rules,True,True,final_answer,True,pass,,2719,133,0.00253800
td-main-record_preparation-0008-d0-t1,td-main-record_preparation-0008,record_preparation,False,True,final_answer,True,pass,,2350,219,0.00258375
td-main-formal_rules-0043-d0-t0,td-main-formal_rules-0043,formal_rules,False,False,final_answer,True,pass,,424,51,0.00050925
td-main-reconciliation-0028-d1-t1,td-main-reconciliation-0028,reconciliation,True,True,final_answer,True,pass,,768,382,0.0020085
td-main-record_preparation-0009-d1-t1,td-main-record_preparation-0009,record_preparation,True,True,final_answer,True,pass,,1176,147,0.00143325
td-main-formal_rules-0039-d0-t0,td-main-formal_rules-0039,formal_rules,False,False,final_answer,True,pass,,490,97,0.00073125
td-main-formal_rules-0015-d0-t1,td-main-formal_rules-0015,formal_rules,False,True,final_answer,True,pass,,2601,262,0.00293325
td-main-reconciliation-0026-d1-t1,td-main-reconciliation-0026,reconciliation,True,True,final_answer,True,pass,,659,16,0.00055425
td-main-formal_rules-0016-d1-t0,td-main-formal_rules-0016,formal_rules,True,False,final_answer,True,pass,,394,19,0.00036675
td-main-formal_rules-0002-d0-t1,td-main-formal_rules-0002,formal_rules,False,True,final_answer,True,pass,,1522,183,0.00182775
td-main-reconciliation-0039-d0-t0,td-main-reconciliation-0039,reconciliation,False,False,final_answer,True,pass,,367,32,0.00039525
td-main-reconciliation-0028-d1-t0,td-main-reconciliation-0028,reconciliation,True,False,final_answer,True,pass,,529,16,0.00045675
td-main-reconciliation-0021-d1-t1,td-main-reconciliation-0021,reconciliation,True,True,final_answer,True,pass,,663,217,0.001311
td-main-reconciliation-0034-d1-t0,td-main-reconciliation-0034,reconciliation,True,False,final_answer,True,pass,,526,16,0.0004545
td-main-formal_rules-0035-d0-t1,td-main-formal_rules-0035,formal_rules,False,True,final_answer,True,pass,,1417,131,0.00155400
td-main-record_preparation-0051-d0-t1,td-main-record_preparation-0051,record_preparation,False,True,final_answer,True,pass,,2824,213,0.00291675
td-main-record_preparation-0018-d0-t0,td-main-record_preparation-0018,record_preparation,False,False,final_answer,True,pass,,883,147,0.0012135
td-main-formal_rules-0030-d1-t1,td-main-formal_rules-0030,formal_rules,True,True,final_answer,True,pass,,1341,68,0.00126075
td-main-formal_rules-0020-d1-t1,td-main-formal_rules-0020,formal_rules,True,True,final_answer,True,pass,,1420,119,0.00151125
td-main-record_preparation-0044-d1-t1,td-main-record_preparation-0044,record_preparation,True,True,final_answer,True,pass,,2422,399,0.00331275
td-main-reconciliation-0055-d1-t1,td-main-reconciliation-0055,reconciliation,True,True,final_answer,True,pass,,663,16,0.00055725
td-main-formal_rules-0048-d1-t1,td-main-formal_rules-0048,formal_rules,True,True,final_answer,True,pass,,1717,192,0.00200775
td-main-reconciliation-0049-d0-t0,td-main-reconciliation-0049,reconciliation,False,False,final_answer,True,pass,,500,47,0.00055125
td-main-reconciliation-0044-d1-t0,td-main-reconciliation-0044,reconciliation,True,False,final_answer,True,pass,,531,226,0.00124575
td-main-record_preparation-0021-d1-t1,td-main-record_preparation-0021,record_preparation,True,True,final_answer,True,pass,,1004,188,0.001458
td-main-record_preparation-0047-d0-t1,td-main-record_preparation-0047,record_preparation,False,True,final_answer,True,pass,,2884,393,0.00363675
td-main-formal_rules-0009-d1-t1,td-main-formal_rules-0009,formal_rules,True,True,final_answer,True,pass,,1726,194,0.002022
td-main-reconciliation-0009-d1-t1,td-main-reconciliation-0009,reconciliation,True,True,final_answer,True,pass,,625,16,0.00052875
td-main-formal_rules-0014-d0-t1,td-main-formal_rules-0014,formal_rules,False,True,final_answer,True,pass,,1519,175,0.0017955
td-main-formal_rules-0007-d0-t1,td-main-formal_rules-0007,formal_rules,False,True,final_answer,True,pass,,1723,270,0.00230475
td-main-record_preparation-0040-d1-t1,td-main-record_preparation-0040,record_preparation,True,True,final_answer,True,pass,,866,133,0.00114825
td-main-formal_rules-0024-d0-t0,td-main-formal_rules-0024,formal_rules,False,False,final_answer,True,pass,,456,70,0.0006045
td-main-formal_rules-0027-d0-t0,td-main-formal_rules-0027,formal_rules,False,False,final_answer,True,pass,,489,97,0.0007305
td-main-reconciliation-0000-d0-t1,td-main-reconciliation-0000,reconciliation,False,True,final_answer,True,pass,,1684,225,0.00210675
td-main-reconciliation-0010-d0-t1,td-main-reconciliation-0010,reconciliation,False,True,final_answer,True,pass,,3126,515,0.00427575
td-main-reconciliation-0012-d0-t0,td-main-reconciliation-0012,reconciliation,False,False,final_answer,True,pass,,439,267,0.0013305
td-main-reconciliation-0052-d0-t0,td-main-reconciliation-0052,reconciliation,False,False,final_answer,True,pass,,501,38,0.00051825
td-main-formal_rules-0028-d0-t0,td-main-formal_rules-0028,formal_rules,False,False,final_answer,True,pass,,517,108,0.00079275
td-main-reconciliation-0046-d1-t1,td-main-reconciliation-0046,reconciliation,True,True,final_answer,True,pass,,628,16,0.000531
td-main-record_preparation-0004-d1-t0,td-main-record_preparation-0004,record_preparation,True,False,final_answer,True,pass,,883,153,0.001236
td-main-record_preparation-0031-d1-t0,td-main-record_preparation-0031,record_preparation,True,False,final_answer,True,pass,,815,95,0.0009675
td-main-reconciliation-0047-d1-t1,td-main-reconciliation-0047,reconciliation,True,True,final_answer,True,pass,,731,16,0.00060825
td-main-record_preparation-0054-d1-t1,td-main-record_preparation-0054,record_preparation,True,True,final_answer,True,pass,,2574,424,0.0035205
